symbol,timeframe,side,price,timestamp,pnl,capital
BTCUSDT,1h,SELL,3434.1,1.5489756E12,-0.06726653271599652,998.572491866845
BTCUSDT,1h,BUY,3430.74,1.5489792E12,,
BTCUSDT,1h,SELL,3412.75,1.5489828E12,-0.10542817376016281,998.4670636930848
BTCUSDT,1h,BUY,3416.25,1.5489864E12,,
BTCUSDT,1h,SELL,3418.5,1.54899E12,0.013163668275559455,998.4802273613603
BTCUSDT,1h,BUY,3415.84,1.5489936E12,,
BTCUSDT,1h,SELL,3419.81,1.5489972E12,0.023217664139234633,998.5034450254996
BTCUSDT,1h,BUY,3427.05,1.5490008E12,,
BTCUSDT,1h,SELL,3420.03,1.5490044E12,-0.041052271471302776,998.4623927540282
BTCUSDT,1h,BUY,3437.98,1.549008E12,,
BTCUSDT,1h,SELL,3434.64,1.5490116E12,-0.01944890876482045,998.4429438452634
BTCUSDT,1h,BUY,3444.85,1.5490152E12,,
BTCUSDT,1h,SELL,3459.18,1.5490188E12,0.08285200538855989,998.5257958506519
BTCUSDT,1h,BUY,3461.12,1.5490224E12,,
BTCUSDT,1h,SELL,3469.83,1.549026E12,0.05020418867783169,998.5760000393298
BTCUSDT,1h,BUY,3467.0,1.5490296E12,,
BTCUSDT,1h,SELL,3463.02,1.5490332E12,-0.022985717668393586,998.5530143216614
BTCUSDT,1h,BUY,3457.31,1.5490368E12,,
BTCUSDT,1h,SELL,3459.99,1.5490404E12,0.015491374252525796,998.5685056959139
BTCUSDT,1h,BUY,3472.01,1.549044E12,,
BTCUSDT,1h,SELL,3474.52,1.5490476E12,0.014448038865798808,998.5829537347797
BTCUSDT,1h,BUY,3476.15,1.5490512E12,,
BTCUSDT,1h,SELL,3482.43,1.5490548E12,0.03606676946844442,998.6190205042482
BTCUSDT,1h,BUY,3475.3,1.5490584E12,,
BTCUSDT,1h,SELL,3462.07,1.549062E12,-0.07642826401545906,998.5425922402327
BTCUSDT,1h,BUY,3460.88,1.5490656E12,,
BTCUSDT,1h,SELL,3459.43,1.5490692E12,-0.008382883885497164,998.5342093563472
BTCUSDT,1h,BUY,3465.43,1.5490728E12,,
BTCUSDT,1h,SELL,3465.0,1.5490764E12,-0.002481962481961537,998.5317273938653
BTCUSDT,1h,BUY,3459.22,1.54908E12,,
BTCUSDT,1h,SELL,3452.0,1.5490836E12,-0.041830822711470456,998.4898965711537
BTCUSDT,1h,BUY,3447.89,1.5490872E12,,
BTCUSDT,1h,SELL,3453.55,1.5490908E12,0.03277786625356696,998.5226744374073
BTCUSDT,1h,BUY,3452.5,1.5490944E12,,
BTCUSDT,1h,SELL,3464.74,1.549098E12,0.07065465229714081,998.5933290897044
BTCUSDT,1h,BUY,3465.12,1.5491016E12,,
BTCUSDT,1h,SELL,3477.67,1.5491052E12,0.07217476068747283,998.6655038503919
BTCUSDT,1h,BUY,3468.84,1.5491088E12,,
BTCUSDT,1h,SELL,3465.55,1.5491124E12,-0.018986885198597415,998.6465169651933
BTCUSDT,1h,BUY,3465.66,1.549116E12,,
BTCUSDT,1h,SELL,3457.56,1.5491196E12,-0.04685385069239527,998.5996631145009
BTCUSDT,1h,BUY,3459.88,1.5491232E12,,
BTCUSDT,1h,SELL,3464.39,1.5491268E12,0.026036329628013957,998.6256994441289
BTCUSDT,1h,BUY,3466.89,1.5491304E12,,
BTCUSDT,1h,SELL,3468.19,1.549134E12,0.007496705774482838,998.6331961499034
BTCUSDT,1h,BUY,3460.0,1.5491376E12,,
BTCUSDT,1h,SELL,3466.3,1.5491412E12,0.036349998557540786,998.6695461484609
BTCUSDT,1h,BUY,3467.14,1.5491448E12,,
BTCUSDT,1h,SELL,3504.77,1.5491484E12,0.2147359170501922,998.8842820655111
BTCUSDT,1h,BUY,3494.7,1.549152E12,,
BTCUSDT,1h,SELL,3487.84,1.5491556E12,-0.039336666819577,998.8449453986915
BTCUSDT,1h,BUY,3481.63,1.5491592E12,,
BTCUSDT,1h,SELL,3482.58,1.5491628E12,0.005455725353041815,998.8504011240445
BTCUSDT,1h,BUY,3476.87,1.5491664E12,,
BTCUSDT,1h,SELL,3481.08,1.54917E12,0.02418789571052683,998.874589019755
BTCUSDT,1h,BUY,3470.93,1.5491736E12,,
BTCUSDT,1h,SELL,3462.54,1.5491772E12,-0.04846153401837884,998.8261274857366
BTCUSDT,1h,BUY,3458.76,1.5491808E12,,
BTCUSDT,1h,SELL,3456.01,1.5491844E12,-0.0159143058035133,998.810213179933
BTCUSDT,1h,BUY,3466.7,1.549188E12,,
